Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,1stDOpp,Rush,Pass,Pen
5415,SFO,2007,2007-12-02,1:03,1:03,@,CAR,13,12,Sun,L 14-31,,20,0,0,0
5416,SFO,2007,2007-12-23,4:05,1:05,,TAM,16,15,Sun,W 21-19,,20,0,0,0
5417,SFO,2009,2009-11-01,1:03,1:03,@,IND,8,7,Sun,L 14-18,,20,0,0,0
5418,SFO,2010,2010-11-21,4:05,1:05,,TAM,11,10,Sun,L 0-21,,20,0,0,0
5419,SFO,2010,2010-12-12,4:05,1:05,,SEA,14,13,Sun,W 40-21,,20,0,0,0
5420,SFO,2011,2011-09-18,4:05,1:05,,DAL,2,2,Sun,L 24-27,OT,20,3,17,0
5421,SFO,2011,2011-12-19,9:00,6:00,,PIT,15,14,Mon,W 20-3,,20,4,15,1
5422,SFO,2013,2013-10-27,1:07,5:07,@,JAX,8,8,Sun,W 42-10,,20,8,10,2
5423,SFO,2015,2015-12-06,1:02,12:02,@,CHI,13,12,Sun,W 26-20,OT,20,12,8,0
5424,SFO,2017,2017-09-10,4:25,1:25,,CAR,1,1,Sun,L 3-23,,20,9,8,3
5425,SFO,2017,2017-11-05,4:05,1:05,,ARI,9,9,Sun,L 10-20,,20,6,11,3
5426,SFO,2017,2017-11-26,4:05,1:05,,SEA,12,11,Sun,L 13-24,,20,5,13,2
5427,SFO,2018,2018-10-21,4:25,1:25,,LAR,7,7,Sun,L 10-39,,20,10,10,0
5428,SFO,2018,2018-10-28,4:25,2:25,@,ARI,8,8,Sun,L 15-18,,20,3,15,2
5429,SFO,2018,2018-12-23,4:05,1:05,,CHI,16,15,Sun,L 9-14,,20,6,12,2
5430,SFO,2019,2019-12-15,4:25,1:25,,ATL,15,14,Sun,L 22-29,,20,3,14,3
5431,SFO,2020,2020-12-26,4:30,2:30,@,ARI,16,15,Sat,W 20-12,,20,9,9,2
5432,SFO,2021,2021-10-10,4:25,2:25,@,ARI,5,5,Sun,L 10-17,,20,8,11,1
5433,TAM,2003,2003-12-28,1:03,12:03,@,TEN,17,16,Sun,L 13-33,,20,0,0,0
5434,TAM,2007,2007-10-14,1:03,1:03,,TEN,6,6,Sun,W 13-10,,20,0,0,0
5435,TAM,2007,2007-12-30,1:02,1:02,,CAR,17,16,Sun,L 23-31,,20,0,0,0
5436,TAM,2009,2009-11-08,1:03,1:03,,GNB,9,8,Sun,W 38-28,,20,0,0,0
5437,TAM,2010,2010-10-10,1:03,1:03,@,CIN,5,4,Sun,W 24-21,,20,0,0,0
5438,TAM,2010,2010-12-05,4:16,4:16,,ATL,13,12,Sun,L 24-28,,20,0,0,0
5439,TAM,2010,2011-01-02,1:00,12:00,@,NOR,17,16,Sun,W 23-13,,20,0,0,0
5440,TAM,2011,2011-10-16,4:15,4:15,,NOR,6,6,Sun,W 26-20,,20,4,14,2
5441,TAM,2011,2011-12-24,1:04,1:04,@,CAR,16,15,Sat,L 16-48,,20,12,6,2
5442,TAM,2012,2012-11-25,1:02,1:02,,ATL,12,11,Sun,L 23-24,,20,6,13,1
5443,TAM,2013,2013-12-01,1:04,1:04,@,CAR,13,12,Sun,L 6-27,,20,6,14,0
5444,TAM,2014,2014-09-14,4:05,4:05,,STL,2,2,Sun,L 17-19,,20,6,14,0
5445,TAM,2014,2014-11-16,1:03,1:03,@,WAS,11,10,Sun,W 27-7,,20,9,8,3
5446,TAM,2014,2014-12-28,1:03,1:03,,NOR,17,16,Sun,L 20-23,,20,5,14,1
5447,TAM,2015,2015-09-13,4:25,4:25,,TEN,1,1,Sun,L 14-42,,20,7,11,2
5448,TAM,2016,2016-09-18,1:05,1:05,@,ARI,2,2,Sun,L 7-40,,20,4,15,1
5449,TAM,2016,2016-10-10,8:04,8:04,@,CAR,5,5,Mon,W 17-14,,20,5,14,1
5450,TAM,2016,2016-10-23,4:05,1:05,@,SFO,7,6,Sun,W 34-17,,20,11,8,1
5451,TAM,2017,2017-12-24,1:00,1:00,@,CAR,16,15,Sun,L 19-22,,20,8,9,3
5452,TAM,2019,2019-09-12,8:20,8:20,@,CAR,2,2,Thu,W 20-14,,20,2,16,2
5453,TAM,2019,2019-11-10,1:00,1:00,,ARI,10,9,Sun,W 30-27,,20,4,14,2
5454,TAM,2021,2021-10-03,8:20,8:20,@,NWE,4,4,Sun,W 19-17,,20,1,16,3
5455,WAS,2004,2004-10-31,1:03,1:03,,GNB,8,7,Sun,L 14-28,,20,0,0,0
5456,WAS,2004,2004-11-21,4:16,4:16,@,PHI,11,10,Sun,L 6-28,,20,0,0,0
5457,WAS,2006,2006-10-08,1:03,1:03,@,NYG,5,5,Sun,L 3-19,,20,0,0,0
5458,WAS,2007,2007-12-16,8:24,8:24,@,NYG,15,14,Sun,W 22-10,,20,0,0,0
5459,WAS,2011,2011-10-23,1:05,1:05,@,CAR,7,6,Sun,L 20-33,,20,10,10,0
5460,WAS,2011,2011-11-13,1:03,1:03,@,MIA,10,9,Sun,L 9-20,,20,4,13,3
5461,WAS,2011,2011-11-20,1:03,1:03,,DAL,11,10,Sun,L 24-27,OT,20,6,13,1
5462,WAS,2011,2011-12-24,1:05,1:05,,MIN,16,15,Sat,L 26-33,,20,10,8,2
5463,WAS,2012,2012-12-30,8:31,8:31,,DAL,17,16,Sun,W 28-18,,20,7,13,0
5464,WAS,2013,2013-12-08,1:03,1:03,,KAN,14,13,Sun,L 10-45,,20,9,10,1
5465,WAS,2014,2014-10-06,8:30,8:30,,SEA,5,5,Mon,L 17-27,,20,10,8,2
5466,WAS,2014,2014-10-27,8:30,7:30,@,DAL,8,8,Mon,W 20-17,OT,20,4,15,1
5467,WAS,2014,2014-12-28,1:05,1:05,,DAL,17,16,Sun,L 17-44,,20,3,13,4
5468,WAS,2015,2015-12-13,1:02,12:02,@,CHI,14,13,Sun,W 24-21,,20,4,14,2
5469,WAS,2018,2018-11-22,4:30,3:30,@,DAL,12,11,Thu,L 23-31,,20,8,11,1
5470,WAS,2018,2018-12-22,4:30,4:30,@,TEN,16,15,Sat,L 16-25,,20,8,11,1
5471,WAS,2020,2020-10-11,1:00,1:00,,LAR,5,5,Sun,L 10-30,,20,7,11,2
5472,ATL,2000,2000-12-17,1:03,12:03,@,NOR,16,15,Sun,L 7-23,,19,0,0,0
5473,ATL,2001,2001-12-02,4:15,4:15,,STL,12,11,Sun,L 6-35,,19,0,0,0
5474,ATL,2001,2001-12-09,1:05,1:05,,NOR,13,12,Sun,L 10-28,,19,0,0,0
5475,ATL,2003,2003-09-28,4:15,4:15,@,CAR,4,4,Sun,L 3-23,,19,0,0,0
5476,ATL,2004,2004-10-03,4:05,4:05,@,CAR,4,4,Sun,W 27-10,,19,0,0,0
5477,ATL,2004,2004-11-28,4:05,4:05,,NOR,12,11,Sun,W 24-21,,19,0,0,0
5478,ATL,2006,2006-09-25,8:48,7:48,@,NOR,3,3,Mon,L 3-23,,19,0,0,0
5479,ATL,2007,2007-12-02,1:00,12:00,@,STL,13,12,Sun,L 16-28,,19,0,0,0
5480,ATL,2008,2008-09-28,1:04,1:04,@,CAR,4,4,Sun,L 9-24,,19,0,0,0
5481,ATL,2008,2008-11-16,1:02,1:02,,DEN,11,10,Sun,L 20-24,,19,0,0,0
5482,ATL,2008,2008-12-14,1:03,1:03,,TAM,15,14,Sun,W 13-10,OT,19,0,0,0
5483,ATL,2009,2009-11-15,1:03,1:03,@,CAR,10,9,Sun,L 19-28,,19,0,0,0
5484,ATL,2010,2010-12-05,4:16,4:16,@,TAM,13,12,Sun,W 28-24,,19,0,0,0
5485,ATL,2011,2011-10-09,8:30,8:30,,GNB,5,5,Sun,L 14-25,,19,5,14,0
5486,ATL,2011,2011-12-11,1:04,1:04,@,CAR,14,13,Sun,W 31-23,,19,5,13,1
5487,ATL,2013,2013-11-21,8:30,8:30,,NOR,12,11,Thu,L 13-17,,19,5,14,0
5488,ATL,2013,2013-12-01,4:05,4:05,@,BUF,13,12,Sun,W 34-31,OT,19,7,9,3
5489,ATL,2015,2015-09-20,1:02,1:02,@,NYG,2,2,Sun,W 24-20,,19,6,12,1
5490,ATL,2018,2018-11-11,1:00,1:00,@,CLE,10,9,Sun,L 16-28,,19,6,13,0
5491,ATL,2018,2018-11-22,8:20,7:20,@,NOR,12,11,Thu,L 17-31,,19,9,9,1
5492,ATL,2020,2020-10-18,1:00,3:00,@,MIN,6,6,Sun,W 40-23,,19,3,14,2
5493,ATL,2021,2021-12-26,1:00,1:00,,DET,16,15,Sun,W 20-16,,19,6,12,1
5494,BUF,2000,2000-10-29,1:01,1:01,,NYJ,9,8,Sun,W 23-20,,19,0,0,0
5495,BUF,2000,2000-12-17,1:02,1:02,,NWE,16,15,Sun,L 10-13,OT,19,0,0,0
5496,BUF,2001,2001-11-25,1:02,1:02,,MIA,11,10,Sun,L 27-34,,19,0,0,0
5497,BUF,2001,2001-12-30,1:03,1:03,@,NYJ,16,15,Sun,W 14-9,,19,0,0,0
5498,BUF,2002,2002-12-29,1:02,1:02,,CIN,17,16,Sun,W 27-9,,19,0,0,0
5499,BUF,2003,2003-09-28,1:02,1:02,,PHI,4,4,Sun,L 13-23,,19,0,0,0
5500,BUF,2004,2004-11-21,1:02,1:02,,STL,11,10,Sun,W 37-17,,19,0,0,0
5501,BUF,2005,2005-11-27,1:02,1:02,,CAR,12,11,Sun,L 9-13,,19,0,0,0
5502,BUF,2006,2006-09-10,1:02,1:02,@,NWE,1,1,Sun,L 17-19,,19,0,0,0
5503,BUF,2006,2006-11-26,1:02,1:02,,JAX,12,11,Sun,W 27-24,,19,0,0,0
5504,BUF,2008,2008-10-26,1:05,1:05,@,MIA,8,7,Sun,L 16-25,,19,0,0,0
5505,BUF,2009,2009-09-20,4:05,4:05,,TAM,2,2,Sun,W 33-20,,19,0,0,0
5506,BUF,2009,2009-11-22,1:03,1:03,@,JAX,11,10,Sun,L 15-18,,19,0,0,0
5507,BUF,2009,2009-12-20,1:02,1:02,,NWE,15,14,Sun,L 10-17,,19,0,0,0
5508,BUF,2010,2010-09-12,1:02,1:02,,MIA,1,1,Sun,L 10-15,,19,0,0,0
5509,BUF,2010,2010-11-07,1:02,1:02,,CHI,9,8,Sun,L 19-22,,19,0,0,0
5510,BUF,2010,2010-11-14,1:02,1:02,,DET,10,9,Sun,W 14-12,,19,0,0,0
5511,BUF,2012,2012-12-30,1:02,1:02,,NYJ,17,16,Sun,W 28-9,,19,8,10,1
5512,BUF,2013,2013-10-03,8:29,8:29,@,CLE,5,5,Thu,L 24-37,,19,6,11,2
5513,BUF,2013,2013-10-20,1:02,1:02,@,MIA,7,7,Sun,W 23-21,,19,5,12,2
5514,BUF,2013,2013-11-10,1:02,1:02,@,PIT,10,10,Sun,L 10-23,,19,8,9,2
5515,BUF,2014,2014-09-28,1:02,12:02,@,HOU,4,4,Sun,L 17-23,,19,2,13,4
5516,BUF,2014,2014-11-30,1:02,1:02,,CLE,13,12,Sun,W 26-10,,19,4,13,2
5517,BUF,2015,2015-10-04,1:02,1:02,,NYG,4,4,Sun,L 10-24,,19,4,8,7
5518,BUF,2016,2016-11-07,8:30,5:30,@,SEA,9,9,Mon,L 25-31,,19,4,13,2
5519,BUF,2017,2017-09-17,1:00,1:00,@,CAR,2,2,Sun,L 3-9,,19,6,12,1
5520,BUF,2019,2019-11-17,1:00,1:00,@,MIA,11,10,Sun,W 37-20,,19,3,13,3
5521,BUF,2020,2020-12-19,4:30,2:30,@,DEN,15,14,Sat,W 48-19,,19,8,10,1
5522,BUF,2021,2021-12-19,1:00,1:00,,CAR,15,14,Sun,W 31-14,,19,9,8,2
5523,CAR,2000,2000-11-19,1:00,12:00,@,MIN,12,11,Sun,L 17-31,,19,0,0,0
5524,CAR,2000,2000-12-17,1:04,1:04,,SDG,16,15,Sun,W 30-22,,19,0,0,0
5525,CAR,2001,2001-09-09,1:00,12:00,@,MIN,1,1,Sun,W 24-13,,19,0,0,0
5526,CAR,2002,2002-11-17,4:05,4:05,@,TAM,11,10,Sun,L 10-23,,19,0,0,0
5527,CAR,2002,2002-12-15,1:01,1:01,@,PIT,15,14,Sun,L 14-30,,19,0,0,0
5528,CAR,2003,2003-10-26,1:03,12:03,@,NOR,8,7,Sun,W 23-20,OT,19,0,0,0
5529,CAR,2003,2003-11-23,1:02,12:02,@,DAL,12,11,Sun,L 20-24,,19,0,0,0
5530,CAR,2004,2004-10-24,1:02,1:02,,SDG,7,6,Sun,L 6-17,,19,0,0,0
5531,CAR,2005,2005-10-09,4:15,1:15,@,ARI,5,5,Sun,W 24-20,,19,0,0,0
5532,CAR,2007,2007-09-16,1:02,1:02,,HOU,2,2,Sun,L 21-34,,19,0,0,0
5533,CAR,2013,2013-10-06,4:05,1:05,@,ARI,5,4,Sun,L 6-22,,19,6,9,4
5534,CAR,2013,2013-10-24,8:29,8:29,@,TAM,8,7,Thu,W 31-13,,19,3,13,3
5535,CAR,2013,2013-12-15,4:05,4:05,,NYJ,15,14,Sun,W 30-20,,19,7,10,2
5536,CAR,2014,2014-10-26,1:04,1:04,,SEA,8,8,Sun,L 9-13,,19,8,9,2
5537,CAR,2015,2015-11-02,8:30,8:30,,IND,8,7,Mon,W 29-26,OT,19,5,14,0
5538,CAR,2017,2017-10-08,1:00,1:00,@,DET,5,5,Sun,W 27-24,,19,4,11,4
5539,CAR,2017,2017-12-03,4:25,12:00,@,NOR,13,12,Sun,L 21-31,,19,5,12,2
5540,CHI,2001,2001-09-09,1:02,1:02,@,BAL,1,1,Sun,L 6-17,,19,0,0,0
5541,CHI,2001,2001-09-23,12:12,12:12,,MIN,2,2,Sun,W 17-10,,19,0,0,0
5542,CHI,2001,2001-10-07,1:05,1:05,@,ATL,4,3,Sun,W 31-3,,19,0,0,0
5543,CHI,2001,2001-12-30,1:03,1:03,@,DET,16,15,Sun,W 24-0,,19,0,0,0
5544,CHI,2002,2002-09-08,1:04,12:04,,MIN,1,1,Sun,W 27-23,,19,0,0,0
5545,CHI,2002,2002-09-15,1:04,1:04,@,ATL,2,2,Sun,W 14-13,,19,0,0,0
5546,CHI,2002,2002-11-10,4:15,3:15,,NWE,10,9,Sun,L 30-33,,19,0,0,0
5547,CHI,2002,2002-11-24,1:03,12:03,,DET,12,11,Sun,W 20-17,OT,19,0,0,0
5548,CHI,2002,2002-12-15,1:05,12:05,,NYJ,15,14,Sun,W 20-13,,19,0,0,0
5549,CHI,2007,2007-09-09,4:15,1:15,@,SDG,1,1,Sun,L 3-14,,19,0,0,0
5550,CHI,2007,2007-09-30,1:03,1:03,@,DET,4,4,Sun,L 27-37,,19,0,0,0
5551,CHI,2008,2008-11-09,1:02,12:02,,TEN,10,9,Sun,L 14-21,,19,0,0,0
5552,CHI,2009,2009-09-27,4:06,1:06,@,SEA,3,3,Sun,W 25-19,,19,0,0,0
5553,CHI,2011,2011-12-25,8:30,7:30,@,GNB,16,15,Sun,L 21-35,,19,3,15,1
5554,CHI,2012,2012-09-13,8:29,7:29,@,GNB,2,2,Thu,L 10-23,,19,6,11,2
5555,CHI,2013,2013-09-15,1:03,12:03,,MIN,2,2,Sun,W 31-30,,19,8,9,2
5556,CHI,2014,2014-09-14,8:31,5:31,@,SFO,2,2,Sun,W 28-20,,19,5,13,1
5557,CHI,2015,2015-11-09,8:30,5:30,@,SDG,9,8,Mon,W 22-19,,19,5,12,2
5558,CHI,2015,2015-12-27,1:03,1:03,@,TAM,16,15,Sun,W 26-21,,19,5,14,0
5559,CHI,2016,2016-11-20,1:00,1:00,@,NYG,11,10,Sun,L 16-22,,19,7,11,1
5560,CHI,2017,2017-09-24,1:00,12:00,,PIT,3,3,Sun,W 23-17,OT,19,6,11,2
5561,CHI,2017,2017-10-29,1:00,12:00,@,NOR,8,8,Sun,L 12-20,,19,7,11,1
5562,CHI,2018,2018-11-18,8:20,12:00,,MIN,11,10,Sun,W 25-20,,19,2,15,2
5563,CHI,2018,2018-12-16,1:00,12:00,,GNB,15,14,Sun,W 24-17,,19,4,15,0
5564,CHI,2019,2019-11-28,12:30,12:30,@,DET,13,12,Thu,W 24-20,,19,4,13,2
5565,CHI,2020,2020-11-16,8:15,7:15,,MIN,10,10,Mon,L 13-19,,19,4,14,1
5566,CIN,2000,2000-11-05,1:03,1:03,,BAL,10,9,Sun,L 7-27,,19,0,0,0
5567,CIN,2001,2001-10-07,1:02,1:02,@,PIT,4,4,Sun,L 7-16,,19,0,0,0
5568,CIN,2001,2001-12-02,1:02,1:02,,TAM,12,11,Sun,L 13-16,OT,19,0,0,0
5569,CIN,2002,2002-10-06,12:00,12:00,@,IND,5,5,Sun,L 21-28,,19,0,0,0
5570,CIN,2003,2003-09-07,1:06,1:06,,DEN,1,1,Sun,L 10-30,,19,0,0,0
5571,CIN,2003,2003-12-28,1:02,1:02,,CLE,17,16,Sun,L 14-22,,19,0,0,0
5572,CIN,2005,2005-10-09,8:36,8:36,@,JAX,5,5,Sun,L 20-23,,19,0,0,0
5573,CIN,2005,2005-12-24,1:03,1:03,,BUF,16,15,Sat,L 27-37,,19,0,0,0
5574,CIN,2007,2007-09-23,4:05,1:05,@,SEA,3,3,Sun,L 21-24,,19,0,0,0
5575,CIN,2007,2007-10-21,4:05,4:05,,NYJ,7,6,Sun,W 38-31,,19,0,0,0
5576,CIN,2008,2008-09-28,1:02,1:02,,CLE,4,4,Sun,L 12-20,,19,0,0,0
5577,CIN,2008,2008-10-12,1:02,1:02,@,NYJ,6,6,Sun,L 14-26,,19,0,0,0
5578,CIN,2010,2010-12-05,1:03,1:03,,NOR,13,12,Sun,L 30-34,,19,0,0,0
5579,CIN,2011,2011-09-18,4:15,2:15,@,DEN,2,2,Sun,L 22-24,,19,9,8,2
5580,CIN,2011,2011-11-06,4:05,3:05,@,TEN,9,8,Sun,W 24-17,,19,3,14,2
5581,CIN,2013,2013-12-01,4:25,1:25,@,SDG,13,12,Sun,W 17-10,,19,5,13,1
5582,CIN,2013,2013-12-15,8:30,8:30,@,PIT,15,14,Sun,L 20-30,,19,6,11,2
5583,CIN,2014,2014-09-14,1:05,1:05,,ATL,2,2,Sun,W 24-10,,19,6,11,2
5584,CIN,2014,2014-11-02,1:02,1:02,,JAX,9,8,Sun,W 33-23,,19,4,14,1
5585,CIN,2015,2015-09-20,1:03,1:03,,SDG,2,2,Sun,W 24-19,,19,6,12,1
5586,CIN,2015,2015-09-27,1:02,1:02,@,BAL,3,3,Sun,W 28-24,,19,4,13,2
5587,CIN,2015,2015-11-29,1:02,1:02,,STL,12,11,Sun,W 31-7,,19,3,14,2
5588,CIN,2016,2016-09-18,1:02,1:02,@,PIT,2,2,Sun,L 16-24,,19,6,12,1
5589,CIN,2017,2017-10-29,1:00,1:00,,IND,8,7,Sun,W 24-23,,19,6,12,1
5590,CIN,2017,2017-12-31,4:25,1:00,@,BAL,17,16,Sun,W 31-27,,19,7,11,1
5591,CIN,2019,2019-10-27,1:00,6:00,@,LAR,8,8,Sun,L 10-24,,19,6,13,0
5592,CIN,2019,2019-12-15,1:00,1:00,,NWE,15,14,Sun,L 13-34,,19,10,7,2
5593,CIN,2020,2020-09-13,4:05,4:05,,LAC,1,1,Sun,L 13-16,,19,7,10,2
5594,CIN,2020,2020-11-29,1:00,1:00,,NYG,12,11,Sun,L 17-19,,19,8,11,0
5595,CIN,2021,2021-12-19,4:05,2:05,@,DEN,15,14,Sun,W 15-10,,19,10,8,1
5596,CLE,2000,2000-09-17,1:02,1:02,,PIT,3,3,Sun,W 23-20,,19,0,0,0
5597,CLE,2000,2000-12-17,1:03,1:03,,TEN,16,16,Sun,L 0-24,,19,0,0,0
5598,CLE,2001,2001-11-18,1:01,1:01,@,BAL,10,9,Sun,W 27-17,,19,0,0,0
5599,CLE,2001,2001-12-16,1:03,1:03,,JAX,14,13,Sun,L 10-15,,19,0,0,0
5600,CLE,2001,2002-01-06,1:01,1:01,@,PIT,17,16,Sun,L 7-28,,19,0,0,0
5601,CLE,2002,2002-11-24,1:02,12:02,@,NOR,12,11,Sun,W 24-15,,19,0,0,0
5602,CLE,2003,2003-10-26,1:02,1:02,@,NWE,8,8,Sun,L 3-9,,19,0,0,0
5603,CLE,2004,2004-12-26,8:37,8:37,@,MIA,16,15,Sun,L 7-10,,19,0,0,0
5604,CLE,2005,2005-10-23,1:04,1:04,,DET,7,6,Sun,L 10-13,,19,0,0,0
5605,CLE,2005,2005-11-06,1:03,1:03,,TEN,9,8,Sun,W 20-14,,19,0,0,0
5606,CLE,2006,2006-11-05,4:15,1:15,@,SDG,9,8,Sun,L 25-32,,19,0,0,0
5607,CLE,2007,2007-09-23,4:05,1:05,@,OAK,3,3,Sun,L 24-26,,19,0,0,0
5608,CLE,2008,2008-11-17,8:40,8:40,@,BUF,11,10,Mon,W 29-27,,19,0,0,0
5609,CLE,2008,2008-11-23,1:03,1:03,,HOU,12,11,Sun,L 6-16,,19,0,0,0
5610,CLE,2009,2009-09-13,1:03,1:03,,MIN,1,1,Sun,L 20-34,,19,0,0,0
5611,CLE,2009,2009-12-27,1:01,1:01,,OAK,16,15,Sun,W 23-9,,19,0,0,0
5612,CLE,2010,2010-09-26,1:02,1:02,@,BAL,3,3,Sun,L 17-24,,19,0,0,0
5613,CLE,2010,2010-11-07,1:02,1:02,,NWE,9,8,Sun,W 34-14,,19,0,0,0
5614,CLE,2010,2010-12-12,1:02,1:02,@,BUF,14,13,Sun,L 6-13,,19,0,0,0
5615,CLE,2011,2011-09-18,1:02,1:02,@,IND,2,2,Sun,W 27-19,,19,6,12,1
5616,CLE,2011,2011-10-30,4:15,1:15,@,SFO,8,7,Sun,L 10-20,,19,7,10,2
5617,CLE,2012,2012-09-23,1:02,1:02,,BUF,3,3,Sun,L 14-24,,19,6,11,2
5618,CLE,2013,2013-09-15,1:02,1:02,@,BAL,2,2,Sun,L 6-14,,19,5,13,1
5619,CLE,2013,2013-11-24,1:03,1:03,,PIT,12,11,Sun,L 11-27,,19,7,12,0
5620,CLE,2014,2014-10-26,4:25,4:25,,OAK,8,7,Sun,W 23-13,,19,3,16,0
5621,CLE,2015,2015-09-27,1:02,1:02,,OAK,3,3,Sun,L 20-27,,19,6,11,2
5622,CLE,2016,2016-10-16,1:02,12:02,@,TEN,6,6,Sun,L 26-28,,19,5,13,1
5623,CLE,2016,2016-12-24,1:00,1:00,,SDG,16,15,Sat,W 20-17,,19,2,15,2
5624,CLE,2019,2019-10-27,4:25,4:25,@,NWE,8,7,Sun,L 13-27,,19,5,11,3
5625,CLE,2020,2020-09-27,1:00,1:00,,WAS,3,3,Sun,W 34-20,,19,6,12,1
5626,CLE,2020,2020-11-22,1:00,1:00,,PHI,11,10,Sun,W 22-17,,19,6,11,2
5627,CLE,2021,2021-12-25,4:30,3:30,@,GNB,16,15,Sat,L 22-24,,19,8,10,1
5628,IND,2000,2000-10-08,1:02,1:02,@,NWE,6,5,Sun,L 16-24,,19,0,0,0
5629,IND,2001,2001-09-30,1:03,1:03,@,NWE,3,3,Sun,L 13-44,,19,0,0,0
5630,IND,2001,2001-10-21,1:00,12:00,,NWE,6,5,Sun,L 17-38,,19,0,0,0
5631,IND,2002,2002-09-08,1:04,1:04,@,JAX,1,1,Sun,W 28-25,,19,0,0,0
5632,IND,2004,2004-11-25,12:38,12:38,@,DET,12,11,Thu,W 41-9,,19,0,0,0
5633,IND,2004,2004-12-19,8:36,8:36,,BAL,15,14,Sun,W 20-10,,19,0,0,0
5634,IND,2006,2006-10-22,4:15,4:15,,WAS,7,6,Sun,W 36-22,,19,0,0,0
5635,IND,2006,2006-12-31,4:15,4:15,,MIA,17,16,Sun,W 27-22,,19,0,0,0
5636,IND,2007,2007-09-16,1:02,12:02,@,TEN,2,2,Sun,W 22-20,,19,0,0,0
5637,IND,2007,2007-12-09,8:23,8:23,@,BAL,14,13,Sun,W 44-20,,19,0,0,0
5638,IND,2009,2010-01-03,1:02,1:02,@,BUF,17,16,Sun,L 7-30,,19,0,0,0
5639,IND,2010,2010-11-01,8:41,8:41,,HOU,8,7,Mon,W 30-17,,19,0,0,0
5640,IND,2010,2010-11-07,4:16,4:16,@,PHI,9,8,Sun,L 24-26,,19,0,0,0
5641,IND,2010,2010-11-14,1:02,1:02,,CIN,10,9,Sun,W 23-17,,19,0,0,0
5642,IND,2011,2011-09-25,8:30,8:30,,PIT,3,3,Sun,L 20-23,,19,4,14,1
5643,IND,2012,2012-09-16,1:03,1:03,,MIN,2,2,Sun,W 23-20,,19,4,14,1
5644,IND,2012,2012-10-21,1:02,1:02,,CLE,7,6,Sun,W 17-13,,19,3,14,2
5645,IND,2012,2012-12-30,1:02,1:02,,HOU,17,16,Sun,W 28-16,,19,3,14,2
5646,IND,2013,2013-12-29,1:02,1:02,,JAX,17,16,Sun,W 30-10,,19,2,17,0
5647,IND,2017,2017-09-10,4:05,1:05,@,LAR,1,1,Sun,L 9-46,,19,5,13,1
5648,IND,2017,2017-11-05,1:00,12:00,@,HOU,9,9,Sun,W 20-14,,19,6,11,2
5649,IND,2017,2017-11-26,1:00,1:00,,TEN,12,11,Sun,L 16-20,,19,7,9,3
5650,IND,2018,2018-09-09,1:00,1:00,,CIN,1,1,Sun,L 23-34,,19,5,11,3
5651,IND,2018,2018-10-28,4:05,1:05,@,OAK,8,8,Sun,W 42-28,,19,7,12,0
5652,IND,2018,2018-12-16,1:00,1:00,,DAL,15,14,Sun,W 23-0,,19,6,12,1
5653,IND,2019,2019-12-22,1:00,1:00,,CAR,16,15,Sun,W 38-6,,19,6,13,0
5654,IND,2020,2020-11-08,1:00,1:00,,BAL,9,8,Sun,L 10-24,,19,9,9,1
5655,IND,2021,2021-10-17,1:00,1:00,,HOU,6,6,Sun,W 31-3,,19,7,12,0
5656,IND,2021,2021-11-21,1:00,1:00,@,BUF,11,11,Sun,W 41-15,,19,5,13,1
5657,IND,2021,2022-01-09,1:00,1:00,@,JAX,18,17,Sun,L 11-26,,19,6,11,2
5658,ARI,2000,2000-12-24,1:01,1:01,@,WAS,17,16,Sun,L 3-20,,19,0,0,0
5659,ARI,2001,2001-10-07,1:09,1:09,@,PHI,4,3,Sun,W 21-20,,19,0,0,0
5660,ARI,2002,2002-09-22,4:05,1:05,,SDG,3,3,Sun,L 15-23,,19,0,0,0
5661,ARI,2004,2004-11-14,4:15,2:15,,NYG,10,9,Sun,W 17-14,,19,0,0,0
5662,ARI,2005,2005-11-20,1:02,12:02,@,STL,11,10,Sun,W 38-28,,19,0,0,0
5663,ARI,2005,2005-11-27,4:06,2:06,,JAX,12,11,Sun,L 17-24,,19,0,0,0
5664,ARI,2006,2006-09-10,4:15,1:15,,SFO,1,1,Sun,W 34-27,,19,0,0,0
5665,ARI,2006,2006-10-01,1:03,1:03,@,ATL,4,4,Sun,L 10-32,,19,0,0,0
5666,ARI,2006,2006-11-19,4:05,2:05,,DET,11,10,Sun,W 17-10,,19,0,0,0
5667,ARI,2008,2008-11-10,8:40,6:40,,SFO,10,9,Mon,W 29-24,,19,0,0,0
5668,ARI,2010,2010-10-10,4:05,1:05,,NOR,5,5,Sun,W 30-20,,19,0,0,0
5669,ARI,2010,2010-10-31,4:15,1:15,,TAM,8,7,Sun,L 35-38,,19,0,0,0
5670,ARI,2011,2012-01-01,4:15,2:15,,SEA,17,16,Sun,W 23-20,OT,19,7,8,4
5671,ARI,2012,2012-10-14,4:05,1:05,,BUF,6,6,Sun,L 16-19,OT,19,9,9,1
5672,ARI,2013,2013-12-29,4:25,2:25,,SFO,17,16,Sun,L 20-23,,19,3,15,1
5673,ARI,2014,2014-12-07,4:05,2:05,,KAN,14,13,Sun,W 17-14,,19,4,13,2
5674,ARI,2015,2015-12-20,8:31,8:31,@,PHI,15,14,Sun,W 40-17,,19,4,15,0
